"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 09 18:52:14 GMT 2023","Sun Apr 09 18:52:20 GMT 2023","6067","tests","test_Subscription","TestContactUs","","","test_TestCase22_Add_to_cart_from_Recommended_items",""
"passed","Sun Apr 09 18:52:04 GMT 2023","Sun Apr 09 18:52:07 GMT 2023","3288","tests","test_Subscription","TestContactUs","","","test_TestCase10_Verify_Subscription_in_home_page",""
"passed","Sun Apr 09 18:49:46 GMT 2023","Sun Apr 09 18:49:52 GMT 2023","6272","tests","test_Category_Products","TestContactUs","","","test_TestCase18_View_Category_Products[chromium]",""
"broken","Sun Apr 09 18:51:09 GMT 2023","Sun Apr 09 18:51:39 GMT 2023","30344","tests","test_Products","TestContactUs","","","test_TestCase9_Search_Product",""
"passed","Sun Apr 09 18:50:12 GMT 2023","Sun Apr 09 18:50:13 GMT 2023","1117","tests","test_Products","TestContactUs","","","test_TestCase13_Verify_Product_quantity_in_Cart[chromium]",""
"passed","Sun Apr 09 18:50:59 GMT 2023","Sun Apr 09 18:51:04 GMT 2023","5103","tests","test_Place_Order","TestContactUs","","","test_TestCase24_Download_Invoice_after_purchase_order",""
"passed","Sun Apr 09 18:51:52 GMT 2023","Sun Apr 09 18:51:54 GMT 2023","2687","tests","test_Signup_Login","TestSignup","","","test_TestCase2_Login_User_with_correct_email_and_password",""
"passed","Sun Apr 09 18:51:06 GMT 2023","Sun Apr 09 18:51:07 GMT 2023","1218","tests","test_Products","TestContactUs","","","test_TestCase8_Verify_All_Products_and_product_detail_page",""
"passed","Sun Apr 09 18:52:02 GMT 2023","Sun Apr 09 18:52:03 GMT 2023","766","tests","test_Signup_Login","TestSignup","","","test_Test_Case5_Register_User_with_existing_email",""
"passed","Sun Apr 09 18:50:34 GMT 2023","Sun Apr 09 18:50:42 GMT 2023","7869","tests","test_Place_Order","TestContactUs","","","test_TestCase15_Place_Order_Register_before_Checkout",""
"passed","Sun Apr 09 18:52:22 GMT 2023","Sun Apr 09 18:52:25 GMT 2023","2797","tests","test_Subscription","TestContactUs","","","test_TestCase25_Verify_Scroll_Up_using_Arrow_button_and_Scroll_Down_functionality",""
"passed","Sun Apr 09 18:51:59 GMT 2023","Sun Apr 09 18:52:00 GMT 2023","1176","tests","test_Signup_Login","TestSignup","","","test_TestCase4_Logout_User",""
"passed","Sun Apr 09 18:51:43 GMT 2023","Sun Apr 09 18:51:44 GMT 2023","1113","tests","test_Products","TestContactUs","","","test_TestCase17_Remove_Products_From_Cart",""
"passed","Sun Apr 09 18:52:09 GMT 2023","Sun Apr 09 18:52:13 GMT 2023","3868","tests","test_Subscription","TestContactUs","","","test_TestCase11_Verify_Subscription_in_Cart_page",""
"passed","Sun Apr 09 18:50:22 GMT 2023","Sun Apr 09 18:50:32 GMT 2023","9867","tests","test_Place_Order","TestContactUs","","","test_TestCase14_Place_Order_Register_while_Checkout",""
"passed","Sun Apr 09 18:50:14 GMT 2023","Sun Apr 09 18:50:15 GMT 2023","1027","tests","test_Category_Products","TestContactUs","","","test_TestCase21_Add_review_on_product",""
"passed","Sun Apr 09 18:51:46 GMT 2023","Sun Apr 09 18:51:50 GMT 2023","4364","tests","test_Signup_Login","TestSignup","","","test_TestCase1_Register_User",""
"broken","Sun Apr 09 18:50:17 GMT 2023","Sun Apr 09 18:50:17 GMT 2023","576","tests","test_Contact_Us_Form","TestContactUs","","","test_TestCase6_Contact_Us_Form",""
"passed","Sun Apr 09 18:50:52 GMT 2023","Sun Apr 09 18:50:57 GMT 2023","4996","tests","test_Place_Order","TestContactUs","","","test_TestCase23_Verify_address_details_in_checkout_page",""
"passed","Sun Apr 09 18:50:19 GMT 2023","Sun Apr 09 18:50:20 GMT 2023","825","tests","test_Contact_Us_Form","TestContactUs","","","test_TestCase7_Verify_Test_Cases_Page",""
"passed","Sun Apr 09 18:52:26 GMT 2023","Sun Apr 09 18:52:29 GMT 2023","3191","tests","test_Subscription","TestContactUs","","","test_TestCase26_Verify_Scroll_Up_without_Arrow_button_and_Scroll_Down_functionality",""
"passed","Sun Apr 09 18:49:57 GMT 2023","Sun Apr 09 18:50:02 GMT 2023","4870","tests","test_Category_Products","TestContactUs","","","test_TestCase20_Search_Products_and_Verify_Cart_After_Login[chromium]",""
"passed","Sun Apr 09 18:50:03 GMT 2023","Sun Apr 09 18:50:10 GMT 2023","7028","tests","test_Products","TestContactUs","","","test_TestCase12_Add_Products_in_Cart[chromium]",""
"passed","Sun Apr 09 18:51:57 GMT 2023","Sun Apr 09 18:51:57 GMT 2023","836","tests","test_Signup_Login","TestSignup","","","test_TestCase3_Login_User_with_incorrect_email_and_password",""
"passed","Sun Apr 09 18:50:44 GMT 2023","Sun Apr 09 18:50:51 GMT 2023","6704","tests","test_Place_Order","TestContactUs","","","test_TestCase16_Login_before_Checkout",""
"passed","Sun Apr 09 18:49:53 GMT 2023","Sun Apr 09 18:49:55 GMT 2023","1509","tests","test_Category_Products","TestContactUs","","","test_TestCase19_View_and_Cart_Brand_Products[chromium]",""
